Member_number,Date,itemDescription,Day,Season,Vacation
2511,8/07/2015,other vegetables,Sun,Winter,Yes
1159,14/06/2015,citrus fruit,Mon,Winter,Yes
3855,30/04/2015,pork,Tue,Winter,Yes
1889,20/02/2015,onions,Wed,Winter,Yes
2448,8/06/2015,other vegetables,Thu,Winter,Yes
2652,26/12/2015,chicken,Fri,Winter,Yes
1385,19/11/2015,pip fruit,Sat,Winter,Yes
2960,31/08/2015,berries,Sun,Winter,Yes
2736,2/03/2015,whole milk,Mon,Winter,Yes
1768,21/04/2015,chicken,Tue,Winter,Yes
2002,20/10/2015,pork,Wed,Winter,Yes
3046,18/11/2015,whole milk,Thu,Winter,Yes
2284,18/03/2015,pork,Fri,Winter,Yes
1708,18/09/2015,cat food,Sat,Winter,Yes
1952,23/11/2015,finished products,Sun,Winter,Yes
3497,8/09/2015,brown bread,Mon,Winter,Yes
1479,14/05/2015,berries,Tue,Winter,Yes
1237,9/04/2015,ham,Wed,Winter,Yes
4353,24/08/2015,fish,Thu,Winter,Yes
3528,18/08/2015,pastry,Fri,Winter,Yes
2092,4/09/2015,sausage,Sat,Winter,Yes
2514,2/11/2015,whole milk,Sun,Winter,Yes
4790,16/05/2015,bottled beer,Mon,Winter,Yes
1948,25/08/2015,whole milk,Tue,Winter,Yes
3581,16/01/2015,sausage,Wed,Winter,Yes
4778,26/03/2015,soda,Thu,Winter,Yes
2601,26/03/2015,ham,Fri,Winter,Yes
4678,31/03/2015,bottled beer,Sat,Winter,Yes
3642,24/02/2015,sausage,Sun,Winter,Yes
2957,19/09/2015,sausage,Mon,Winter,Yes
4585,28/09/2015,sausage,Tue,Winter,Yes
3637,10/07/2015,sausage,Wed,Winter,Yes
1353,9/02/2015,pork,Thu,Winter,Yes
3257,13/02/2015,root vegetables,Fri,Winter,Yes
2524,10/09/2015,citrus fruit,Sat,Winter,Yes
2035,23/12/2015,other vegetables,Sun,Winter,Yes
3658,26/09/2015,whole milk,Mon,Winter,Yes
1901,29/11/2015,yogurt,Tue,Winter,Yes
3247,13/01/2015,UHT-milk,Wed,Winter,Yes
4308,24/01/2015,citrus fruit,Thu,Winter,Yes
1305,24/05/2015,citrus fruit,Fri,Winter,Yes
1011,9/12/2015,whole milk,Sat,Winter,Yes
2234,29/07/2015,canned beer,Sun,Winter,Yes
3744,8/12/2015,rolls/buns,Mon,Winter,Yes
2903,8/08/2015,sausage,Tue,Winter,Yes
3036,12/07/2015,frozen fish,Wed,Winter,Yes
2465,27/12/2015,other vegetables,Thu,Winter,Yes
1233,20/03/2015,rolls/buns,Fri,Winter,Yes
1366,29/05/2015,tropical fruit,Sat,Winter,Yes
3741,6/08/2015,butter milk,Sun,Winter,Yes
2230,28/05/2015,sausage,Mon,Winter,Yes
1206,15/05/2015,pastry,Tue,Winter,Yes
3690,24/04/2015,spread cheese,Wed,Winter,Yes
3620,18/06/2015,rolls/buns,Thu,Winter,Yes
4759,20/02/2015,frankfurter,Fri,Winter,Yes
3543,11/10/2015,frankfurter,Sat,Winter,Yes
2792,29/07/2015,condensed milk,Sun,Winter,Yes
1929,10/07/2015,rolls/buns,Mon,Winter,Yes
2433,23/08/2015,frankfurter,Tue,Winter,Yes
4941,15/01/2015,rolls/buns,Wed,Winter,Yes
3547,7/10/2015,rolls/buns,Thu,Winter,Yes
1290,24/04/2015,other vegetables,Fri,Winter,Yes
4207,28/08/2015,sausage,Sat,Winter,Yes
2107,1/03/2015,coffee,Sun,Winter,Yes
3050,11/03/2015,pip fruit,Mon,Winter,Yes
3814,21/07/2015,citrus fruit,Tue,Winter,Yes
4875,13/09/2015,flour,Wed,Winter,Yes
3691,8/08/2015,frankfurter,Thu,Winter,Yes
2433,14/03/2015,soda,Fri,Winter,Yes
4757,9/01/2015,soda,Sat,Winter,Yes
1407,29/04/2015,root vegetables,Sun,Winter,Yes
4718,12/06/2015,pork,Mon,Winter,Yes
1240,14/04/2015,frozen vegetables,Tue,Winter,Yes
1792,15/08/2015,tropical fruit,Wed,Winter,Yes
4486,9/11/2015,citrus fruit,Thu,Winter,Yes
1757,15/06/2015,frankfurter,Fri,Winter,Yes
2186,1/07/2015,other vegetables,Sat,Winter,Yes
3752,15/04/2015,sweet spreads,Sun,Winter,Yes
3051,29/11/2015,frankfurter,Mon,Winter,Yes
3688,23/10/2015,pork,Tue,Winter,Yes
4676,15/01/2015,sausage,Wed,Winter,Yes
2142,25/06/2015,pip fruit,Thu,Winter,Yes
4939,29/06/2015,bottled beer,Fri,Winter,Yes
1806,6/07/2015,beverages,Sat,Winter,Yes
1595,5/10/2015,liver loaf,Sun,Winter,Yes
2086,9/03/2015,frankfurter,Mon,Winter,Yes
4251,3/10/2015,berries,Tue,Winter,Yes
2689,30/04/2015,curd,Wed,Winter,Yes
2560,26/11/2015,sausage,Thu,Winter,Yes
2393,17/04/2015,onions,Fri,Winter,Yes
1669,19/08/2015,soda,Sat,Winter,Yes
3500,21/04/2015,soda,Sun,Winter,Yes
1213,3/03/2015,chicken,Mon,Winter,Yes
4598,18/11/2015,cream cheese ,Tue,Winter,Yes
1404,3/05/2015,bottled water,Wed,Winter,Yes
1758,26/02/2015,chocolate,Thu,Winter,Yes
1265,7/03/2015,cream cheese ,Fri,Winter,Yes
1006,14/06/2015,whole milk,Sat,Winter,Yes
2779,17/10/2015,whole milk,Sun,Winter,Yes
4457,3/09/2015,fruit/vegetable juice,Mon,Winter,Yes
2532,6/07/2015,onions,Tue,Winter,Yes
2811,23/02/2015,tropical fruit,Wed,Winter,Yes
4004,10/05/2015,tropical fruit,Thu,Winter,Yes
1737,9/05/2015,pastry,Fri,Winter,Yes
3266,25/10/2015,hamburger meat,Sat,Winter,Yes
4981,10/01/2015,frankfurter,Sun,Winter,Yes
1934,6/08/2015,tropical fruit,Mon,Winter,Yes
2512,19/01/2015,butter,Tue,Winter,Yes
3400,4/03/2015,rolls/buns,Wed,Winter,Yes
4301,1/05/2015,sausage,Thu,Winter,Yes
2997,30/12/2015,citrus fruit,Fri,Winter,Yes
1098,5/08/2015,tropical fruit,Sat,Winter,Yes
2208,30/07/2015,pork,Sun,Winter,Yes
3672,28/05/2015,whole milk,Mon,Winter,Yes
3651,24/01/2015,hamburger meat,Tue,Winter,Yes
3957,15/05/2015,frankfurter,Wed,Winter,Yes
2986,11/01/2015,sausage,Thu,Winter,Yes
4433,25/05/2015,other vegetables,Fri,Winter,Yes
3822,27/05/2015,ham,Sat,Winter,Yes
4588,30/04/2015,bottled beer,Sun,Winter,Yes
2622,17/07/2015,pip fruit,Mon,Winter,Yes
2117,2/05/2015,pasta,Tue,Winter,Yes
1780,12/07/2015,pip fruit,Wed,Winter,Yes
3819,12/04/2015,pork,Thu,Winter,Yes
1884,11/12/2015,frankfurter,Fri,Winter,Yes
2595,23/01/2015,rolls/buns,Sat,Winter,Yes
3046,31/03/2015,sausage,Sun,Winter,Yes
3228,26/01/2015,tropical fruit,Mon,Winter,Yes
2251,23/06/2015,chicken,Tue,Winter,Yes
2368,11/11/2015,whole milk,Wed,Winter,Yes
2573,3/01/2015,ham,Thu,Winter,Yes
4701,30/04/2015,soda,Fri,Winter,Yes
4384,25/05/2015,chicken,Sat,Winter,Yes
1998,18/05/2015,canned beer,Sun,Winter,Yes
4583,23/02/2015,pip fruit,Mon,Winter,Yes
2043,21/04/2015,tropical fruit,Tue,Winter,Yes
2201,22/05/2015,domestic eggs,Wed,Winter,Yes
3522,23/09/2015,meat,Thu,Winter,Yes
3922,28/08/2015,citrus fruit,Fri,Winter,Yes
2636,11/09/2015,sausage,Sat,Winter,Yes
1092,27/07/2015,rolls/buns,Sun,Winter,Yes
2711,13/09/2015,light bulbs,Mon,Winter,Yes
3899,22/04/2015,rolls/buns,Tue,Winter,Yes
4372,30/07/2015,meat,Wed,Winter,Yes
4576,5/08/2015,root vegetables,Thu,Winter,Yes
4953,10/10/2015,tropical fruit,Fri,Winter,Yes
4692,27/10/2015,citrus fruit,Sat,Winter,Yes
1170,12/11/2015,whole milk,Sun,Winter,Yes
2625,8/04/2015,margarine,Mon,Winter,Yes
2394,30/08/2015,hamburger meat,Tue,Winter,Yes
4277,18/02/2015,dessert,Wed,Winter,Yes
3170,17/01/2015,beef,Thu,Winter,Yes
2229,25/10/2015,other vegetables,Fri,Winter,Yes
2944,1/02/2015,tropical fruit,Sat,Winter,Yes
2582,6/03/2015,chicken,Sun,Winter,Yes
1373,10/05/2015,brown bread,Mon,Winter,Yes
1366,25/10/2015,sausage,Tue,Winter,Yes
3469,10/05/2015,hamburger meat,Wed,Winter,Yes
4012,16/05/2015,pork,Thu,Winter,Yes
2031,26/02/2015,sausage,Fri,Winter,Yes
2459,16/09/2015,soda,Sat,Winter,Yes
4377,23/02/2015,sweet spreads,Sun,Winter,Yes
1534,13/08/2015,pastry,Mon,Winter,Yes
2051,23/07/2015,other vegetables,Tue,Winter,Yes
3430,26/01/2015,root vegetables,Wed,Winter,Yes
1567,13/03/2015,whipped/sour cream,Thu,Winter,Yes
2972,21/05/2015,whole milk,Fri,Winter,Yes
1287,28/08/2015,whole milk,Sat,Winter,Yes
4776,8/08/2015,citrus fruit,Sun,Winter,Yes
2271,4/08/2015,other vegetables,Mon,Winter,Yes
4657,15/08/2015,pork,Tue,Winter,Yes
2344,14/04/2015,pip fruit,Wed,Winter,Yes
1482,6/07/2015,bottled beer,Thu,Winter,Yes
1278,9/12/2015,other vegetables,Fri,Winter,Yes
4831,13/11/2015,whole milk,Sat,Winter,Yes
1819,11/11/2015,pastry,Sun,Winter,Yes
2687,31/07/2015,sausage,Mon,Winter,Yes
4468,24/03/2015,sausage,Tue,Winter,Yes
4760,2/04/2015,salty snack,Wed,Winter,Yes
2310,24/03/2015,dessert,Thu,Winter,Yes
3924,7/02/2015,pork,Fri,Winter,Yes
3517,11/12/2015,frankfurter,Sat,Winter,Yes
3164,30/09/2015,butter,Sun,Winter,Yes
3245,17/05/2015,other vegetables,Mon,Winter,Yes
2629,6/12/2015,liver loaf,Tue,Winter,Yes
1347,15/09/2015,frankfurter,Wed,Winter,Yes
1216,25/08/2015,whole milk,Thu,Winter,Yes
4636,10/04/2015,frankfurter,Fri,Winter,Yes
1197,22/11/2015,root vegetables,Sat,Winter,Yes
1100,12/03/2015,soda,Sun,Winter,Yes
2054,15/12/2015,butter,Mon,Winter,Yes
3761,26/09/2015,cat food,Tue,Winter,Yes
4947,14/09/2015,chewing gum,Wed,Winter,Yes
1032,15/06/2015,berries,Thu,Winter,Yes
3353,14/08/2015,other vegetables,Fri,Winter,Yes
4466,20/08/2015,yogurt,Sat,Winter,Yes
2081,22/01/2015,tropical fruit,Sun,Winter,Yes
1800,2/05/2015,whole milk,Mon,Winter,Yes
3414,23/10/2015,curd,Tue,Winter,Yes
2799,12/08/2015,whole milk,Wed,Winter,Yes
1634,3/12/2015,bottled water,Thu,Winter,Yes
3481,22/03/2015,soda,Fri,Winter,Yes
3691,24/08/2015,sausage,Sat,Winter,Yes
2811,11/02/2015,oil,Sun,Winter,Yes
2758,19/11/2015,hamburger meat,Mon,Winter,Yes
2872,19/09/2015,onions,Tue,Winter,Yes
3339,8/10/2015,pork,Wed,Winter,Yes
3483,28/10/2015,pip fruit,Thu,Winter,Yes
3255,29/04/2015,pork,Fri,Winter,Yes
3462,15/11/2015,citrus fruit,Sat,Winter,Yes
1355,28/02/2015,yogurt,Sun,Winter,Yes
2952,25/11/2015,frankfurter,Mon,Winter,Yes
2171,19/06/2015,frankfurter,Tue,Winter,Yes
2693,2/11/2015,brown bread,Wed,Winter,Yes
1348,13/06/2015,root vegetables,Thu,Winter,Yes
1112,9/04/2015,dish cleaner,Fri,Winter,Yes
2058,24/02/2015,yogurt,Sat,Winter,Yes
2003,23/11/2015,sausage,Sun,Winter,Yes
2166,12/03/2015,sauces,Mon,Winter,Yes
3113,18/06/2015,brown bread,Tue,Winter,Yes
2830,22/06/2015,citrus fruit,Wed,Winter,Yes
3582,17/06/2015,cream cheese ,Thu,Winter,Yes
4572,19/08/2015,beverages,Fri,Winter,Yes
1373,19/07/2015,curd,Sat,Winter,Yes
2513,6/11/2015,ice cream,Sun,Winter,Yes
3050,15/12/2015,hard cheese,Mon,Winter,Yes
2563,3/08/2015,detergent,Tue,Winter,Yes
1055,25/05/2015,bottled water,Wed,Winter,Yes
1887,9/11/2015,soda,Thu,Winter,Yes
2391,3/01/2015,pip fruit,Fri,Winter,Yes
3347,24/04/2015,whole milk,Sat,Winter,Yes
4873,3/09/2015,waffles,Sun,Winter,Yes
1571,24/05/2015,sausage,Mon,Winter,Yes
3571,21/10/2015,chicken,Tue,Winter,Yes
4348,11/04/2015,beverages,Wed,Winter,Yes
2400,6/02/2015,ice cream,Thu,Winter,Yes
2867,25/06/2015,butter,Fri,Winter,Yes
2672,12/07/2015,beverages,Sat,Winter,Yes
1659,7/08/2015,frankfurter,Sun,Winter,Yes
4104,30/11/2015,detergent,Mon,Winter,Yes
1465,3/02/2015,sausage,Tue,Winter,Yes
3436,27/03/2015,chicken,Wed,Winter,Yes
4503,17/02/2015,yogurt,Thu,Winter,Yes
3812,28/07/2015,whole milk,Fri,Winter,Yes
2759,27/07/2015,yogurt,Sat,Winter,Yes
2019,14/11/2015,whipped/sour cream,Sun,Winter,Yes
3201,24/01/2015,whole milk,Mon,Winter,Yes
1861,12/08/2015,citrus fruit,Tue,Winter,Yes
4524,10/12/2015,whole milk,Wed,Winter,Yes
2680,11/08/2015,citrus fruit,Thu,Winter,Yes
3413,31/01/2015,pork,Fri,Winter,Yes
4354,16/01/2015,beverages,Sat,Winter,Yes
3608,27/11/2015,UHT-milk,Sun,Winter,Yes
3518,26/10/2015,beef,Mon,Winter,Yes
3542,11/07/2015,other vegetables,Tue,Winter,Yes
2579,8/04/2015,whole milk,Wed,Winter,Yes
2650,22/11/2015,frankfurter,Thu,Winter,Yes
3499,13/01/2015,yogurt,Fri,Winter,Yes
2804,18/01/2015,canned beer,Sat,Winter,Yes
2975,9/10/2015,canned beer,Sun,Winter,Yes
1783,5/01/2015,other vegetables,Mon,Winter,Yes
1116,29/11/2015,frankfurter,Tue,Winter,Yes
2578,26/11/2015,canned beer,Wed,Winter,Yes
4003,23/12/2015,pork,Thu,Winter,Yes
3021,30/01/2015,frankfurter,Fri,Winter,Yes
3791,23/01/2015,chocolate,Sat,Winter,Yes
1242,4/04/2015,citrus fruit,Sun,Winter,Yes
2290,3/07/2015,specialty fat,Mon,Winter,Yes
4204,6/05/2015,spread cheese,Tue,Winter,Yes
4100,1/03/2015,whole milk,Wed,Winter,Yes
3085,11/07/2015,whole milk,Thu,Winter,Yes
1944,31/08/2015,whole milk,Fri,Winter,Yes
3845,19/09/2015,hygiene articles,Sat,Winter,Yes
2077,1/03/2015,beef,Sun,Winter,Yes
1128,5/07/2015,meat,Mon,Winter,Yes
4130,5/04/2015,beef,Tue,Winter,Yes
2496,2/12/2015,pip fruit,Wed,Winter,Yes
3764,1/08/2015,other vegetables,Thu,Winter,Yes
2369,17/10/2015,hamburger meat,Fri,Winter,Yes
4662,25/08/2015,rolls/buns,Sat,Winter,Yes
4392,13/08/2015,instant coffee,Sun,Winter,Yes
3259,15/02/2015,canned beer,Mon,Winter,Yes
1839,9/10/2015,pork,Tue,Winter,Yes
4376,22/11/2015,pork,Wed,Winter,Yes
1934,3/02/2015,tropical fruit,Thu,Winter,Yes
1158,25/08/2015,whole milk,Fri,Winter,Yes
2784,19/03/2015,frankfurter,Sat,Winter,Yes
4954,10/06/2015,beverages,Sun,Winter,Yes
2060,26/07/2015,pip fruit,Mon,Winter,Yes
4556,10/01/2015,pip fruit,Tue,Winter,Yes
2433,27/12/2015,frankfurter,Wed,Winter,Yes
1843,24/02/2015,sausage,Thu,Winter,Yes
1793,21/09/2015,long life bakery product,Fri,Winter,Yes
3640,8/10/2015,bottled water,Sat,Winter,Yes
2795,12/03/2015,beef,Sun,Winter,Yes
2044,26/09/2015,domestic eggs,Mon,Winter,Yes
4742,5/04/2015,oil,Tue,Winter,Yes
3584,14/03/2015,meat,Wed,Winter,Yes
1957,31/01/2015,processed cheese,Thu,Winter,Yes
3483,20/03/2015,sausage,Fri,Winter,Yes
3883,5/10/2015,citrus fruit,Sat,Winter,Yes
2474,9/02/2015,frozen vegetables,Sun,Winter,Yes
3148,9/03/2015,sausage,Mon,Winter,Yes
1767,24/10/2015,pastry,Tue,Winter,Yes
4601,22/07/2015,pork,Wed,Winter,Yes
3181,22/03/2015,berries,Thu,Winter,Yes
2261,11/04/2015,whole milk,Fri,Winter,Yes
1656,14/02/2015,ham,Sat,Winter,Yes
4134,5/05/2015,packaged fruit/vegetables,Sun,Winter,Yes
2254,21/01/2015,packaged fruit/vegetables,Mon,Winter,Yes
1517,1/08/2015,rolls/buns,Tue,Winter,Yes
2176,6/08/2015,whole milk,Wed,Winter,Yes
4255,2/09/2015,whole milk,Thu,Winter,Yes
1780,21/09/2015,sausage,Fri,Winter,Yes
1275,18/10/2015,white bread,Sat,Winter,Yes
2159,30/04/2015,rolls/buns,Sun,Winter,Yes
4153,27/07/2015,bottled water,Mon,Winter,Yes
1553,21/07/2015,other vegetables,Tue,Winter,Yes
2072,28/11/2015,frankfurter,Wed,Winter,Yes
2964,5/02/2015,frankfurter,Thu,Winter,Yes
3974,5/03/2015,frankfurter,Fri,Winter,Yes
4848,14/10/2015,rolls/buns,Sat,Winter,Yes
1605,6/07/2015,sausage,Sun,Winter,Yes
2082,23/11/2015,brown bread,Mon,Winter,Yes
2477,4/06/2015,UHT-milk,Tue,Winter,Yes
1508,10/03/2015,pip fruit,Wed,Winter,Yes
2682,16/06/2015,whole milk,Thu,Winter,Yes
1012,27/03/2015,processed cheese,Fri,Winter,Yes
3591,2/09/2015,hamburger meat,Sat,Winter,Yes
2004,8/01/2015,beef,Sun,Winter,Yes
4272,22/03/2015,whole milk,Mon,Winter,Yes
1900,24/09/2015,hamburger meat,Tue,Winter,Yes
3483,22/11/2015,pasta,Wed,Winter,Yes
4686,14/09/2015,tropical fruit,Thu,Winter,Yes
3757,24/06/2015,whole milk,Fri,Winter,Yes
3484,10/10/2015,sausage,Sat,Winter,Yes
4314,2/05/2015,rolls/buns,Sun,Winter,Yes
1204,23/07/2015,sliced cheese,Mon,Winter,Yes
1355,28/03/2015,rolls/buns,Tue,Winter,Yes
3463,16/05/2015,sausage,Wed,Winter,Yes
3548,19/03/2015,pastry,Thu,Winter,Yes
2271,2/01/2015,rolls/buns,Fri,Winter,Yes
2275,19/05/2015,pork,Sat,Winter,Yes
1275,16/07/2015,other vegetables,Sun,Winter,Yes
4577,4/11/2015,domestic eggs,Mon,Winter,Yes
2286,21/11/2015,ham,Tue,Winter,Yes
4287,6/08/2015,soda,Wed,Winter,Yes
1781,6/06/2015,specialty chocolate,Thu,Winter,Yes
2840,7/08/2015,pork,Fri,Winter,Yes
2585,13/02/2015,other vegetables,Sat,Winter,Yes
2958,27/01/2015,onions,Sun,Winter,Yes
3788,16/02/2015,tropical fruit,Mon,Winter,Yes
3061,5/12/2015,pip fruit,Tue,Winter,Yes
1531,19/01/2015,sausage,Wed,Winter,Yes
3451,31/08/2015,rolls/buns,Thu,Winter,Yes
3119,28/06/2015,hamburger meat,Fri,Winter,Yes
4015,27/03/2015,citrus fruit,Sat,Winter,Yes
2869,29/04/2015,whole milk,Sun,Winter,Yes
4814,12/02/2015,root vegetables,Mon,Winter,Yes
2978,25/11/2015,chewing gum,Tue,Winter,Yes
4789,9/04/2015,beef,Wed,Winter,Yes
2151,3/08/2015,rolls/buns,Thu,Winter,Yes
2390,21/08/2015,citrus fruit,Fri,Winter,Yes
3634,2/12/2015,snack products,Sat,Winter,Yes
3394,13/12/2015,sausage,Sun,Winter,Yes
1874,8/06/2015,mustard,Mon,Winter,Yes
4671,1/08/2015,sausage,Tue,Winter,Yes
3647,3/03/2015,frozen meals,Wed,Winter,Yes
1275,17/02/2015,sausage,Thu,Winter,Yes
3306,28/09/2015,spread cheese,Fri,Winter,Yes
1087,19/03/2015,sausage,Sat,Winter,Yes
3210,23/12/2015,herbs,Sun,Winter,Yes
1136,3/01/2015,tropical fruit,Mon,Winter,Yes
3050,21/06/2015,frankfurter,Tue,Winter,Yes
4406,1/02/2015,domestic eggs,Wed,Winter,Yes
4277,9/08/2015,sausage,Thu,Winter,Yes
2500,6/12/2015,citrus fruit,Fri,Winter,Yes
4704,19/08/2015,pip fruit,Sat,Winter,Yes
4470,23/12/2015,onions,Sun,Winter,Yes
4747,24/08/2015,frankfurter,Mon,Winter,Yes
2550,20/04/2015,shopping bags,Tue,Winter,Yes
4783,10/10/2015,bottled beer,Wed,Winter,Yes
2117,7/11/2015,frankfurter,Thu,Winter,Yes
4510,3/09/2015,whole milk,Fri,Winter,Yes
4258,11/12/2015,soda,Sat,Winter,Yes
3535,18/01/2015,beef,Sun,Winter,Yes
3095,16/08/2015,bottled water,Mon,Winter,Yes
4625,7/04/2015,sausage,Tue,Winter,Yes
2014,23/06/2015,ice cream,Wed,Winter,Yes
1677,9/12/2015,tropical fruit,Thu,Winter,Yes
4743,4/07/2015,whole milk,Fri,Winter,Yes
4212,31/03/2015,yogurt,Sat,Winter,Yes
1087,14/08/2015,herbs,Sun,Winter,Yes
3682,12/10/2015,whole milk,Mon,Winter,Yes
2406,10/03/2015,meat,Tue,Winter,Yes
3915,21/01/2015,frankfurter,Wed,Winter,Yes
1901,4/05/2015,citrus fruit,Thu,Winter,Yes
4992,23/05/2015,canned beer,Fri,Winter,Yes
4308,7/04/2015,chicken,Sat,Winter,Yes
1566,5/06/2015,yogurt,Sun,Winter,Yes
2839,31/10/2015,beef,Mon,Winter,Yes
4666,19/10/2015,whipped/sour cream,Tue,Winter,Yes
2325,16/04/2015,pip fruit,Wed,Winter,Yes
4238,8/03/2015,frankfurter,Thu,Winter,Yes
1983,20/05/2015,soda,Fri,Winter,Yes
4798,21/11/2015,pip fruit,Sat,Winter,Yes
3703,16/06/2015,citrus fruit,Sun,Winter,Yes
1456,19/07/2015,whole milk,Mon,Winter,Yes
3309,2/09/2015,root vegetables,Tue,Winter,Yes
1983,9/08/2015,sausage,Wed,Winter,Yes
2676,7/04/2015,liver loaf,Thu,Winter,Yes
1017,30/09/2015,soda,Fri,Winter,Yes
3793,7/08/2015,root vegetables,Sat,Winter,Yes
1609,3/05/2015,other vegetables,Sun,Winter,Yes
3459,23/01/2015,tropical fruit,Mon,Winter,Yes
1192,9/01/2015,butter,Tue,Winter,Yes
3044,5/01/2015,sausage,Wed,Winter,Yes
3661,27/11/2015,butter,Thu,Winter,Yes
1188,9/01/2015,whole milk,Fri,Winter,Yes
1865,2/08/2015,other vegetables,Sat,Winter,Yes
1692,28/06/2015,whole milk,Sun,Winter,Yes
3577,12/05/2015,white bread,Mon,Winter,Yes
4951,13/03/2015,pork,Tue,Winter,Yes
1714,2/08/2015,whipped/sour cream,Wed,Winter,Yes
1610,26/05/2015,yogurt,Thu,Winter,Yes
4652,8/04/2015,butter milk,Fri,Winter,Yes
4020,11/04/2015,yogurt,Sat,Winter,Yes
2633,27/11/2015,other vegetables,Sun,Winter,Yes
4305,24/07/2015,pastry,Mon,Winter,Yes
2416,15/02/2015,yogurt,Tue,Winter,Yes
3124,9/04/2015,citrus fruit,Wed,Winter,Yes
1422,31/05/2015,condensed milk,Thu,Winter,Yes
2101,7/01/2015,root vegetables,Fri,Winter,Yes
2876,30/10/2015,other vegetables,Sat,Winter,Yes
2684,11/01/2015,citrus fruit,Sun,Winter,Yes
2377,16/04/2015,frankfurter,Mon,Winter,Yes
2394,17/02/2015,sausage,Tue,Winter,Yes
4320,13/01/2015,other vegetables,Wed,Winter,Yes
1009,5/10/2015,herbs,Thu,Winter,Yes
1460,13/01/2015,ham,Fri,Winter,Yes
1821,20/04/2015,root vegetables,Sat,Winter,Yes
3182,15/10/2015,soda,Sun,Winter,Yes
1526,26/11/2015,sausage,Mon,Winter,Yes
2070,16/07/2015,frankfurter,Tue,Winter,Yes
2534,18/05/2015,bottled water,Wed,Winter,Yes
3794,28/04/2015,meat,Thu,Winter,Yes
1405,28/02/2015,ham,Fri,Winter,Yes
4544,7/01/2015,sugar,Sat,Winter,Yes
2494,10/06/2015,chicken,Sun,Winter,Yes
3322,2/02/2015,UHT-milk,Mon,Winter,Yes
3655,16/02/2015,beef,Tue,Winter,Yes
2918,8/04/2015,ham,Wed,Winter,Yes
2584,31/03/2015,rolls/buns,Thu,Winter,Yes
2212,16/04/2015,citrus fruit,Fri,Winter,Yes
3176,1/08/2015,citrus fruit,Sat,Winter,Yes
4564,13/06/2015,cat food,Sun,Winter,Yes
4556,17/08/2015,hard cheese,Mon,Winter,Yes
4573,10/10/2015,frankfurter,Tue,Winter,Yes
2781,10/04/2015,bottled beer,Wed,Winter,Yes
3316,3/01/2015,yogurt,Thu,Winter,Yes
1827,2/05/2015,frankfurter,Fri,Winter,Yes
4889,3/02/2015,rolls/buns,Sat,Winter,Yes
3548,1/06/2015,whole milk,Sun,Winter,Yes
2736,17/07/2015,meat,Mon,Winter,Yes
4927,19/10/2015,curd,Tue,Winter,Yes
3214,22/12/2015,beverages,Wed,Winter,Yes
3275,18/06/2015,frankfurter,Thu,Winter,Yes
2909,8/05/2015,sausage,Fri,Winter,Yes
4226,6/12/2015,sausage,Sat,Winter,Yes
1622,11/03/2015,meat,Sun,Winter,Yes
1395,12/10/2015,sausage,Mon,Winter,Yes
2938,6/06/2015,whole milk,Tue,Winter,Yes
3674,13/08/2015,canned beer,Wed,Winter,Yes
2063,8/11/2015,frankfurter,Thu,Winter,Yes
4214,7/10/2015,long life bakery product,Fri,Winter,Yes
3042,16/01/2015,pork,Sat,Winter,Yes
3877,17/09/2015,pip fruit,Sun,Winter,Yes
2168,25/11/2015,bottled beer,Mon,Winter,Yes
1503,12/05/2015,pork,Tue,Winter,Yes
2769,23/04/2015,bottled water,Wed,Winter,Yes
4933,27/02/2015,whole milk,Thu,Winter,Yes
3082,22/05/2015,curd,Fri,Winter,Yes
1422,1/01/2015,tropical fruit,Sat,Winter,Yes
3139,26/02/2015,pip fruit,Sun,Winter,Yes
2200,8/03/2015,chicken,Mon,Winter,Yes
4670,31/08/2015,whole milk,Tue,Winter,Yes
2053,21/09/2015,citrus fruit,Wed,Winter,Yes
4847,3/02/2015,canned beer,Thu,Winter,Yes
1185,24/08/2015,pip fruit,Fri,Winter,Yes
4656,25/12/2015,photo/film,Sat,Winter,Yes
2741,11/09/2015,root vegetables,Sun,Winter,Yes
2654,17/08/2015,frankfurter,Mon,Winter,Yes
2010,19/12/2015,yogurt,Tue,Winter,Yes
2586,10/07/2015,UHT-milk,Wed,Winter,Yes
3511,15/11/2015,organic sausage,Thu,Winter,Yes
4700,6/06/2015,whole milk,Fri,Winter,Yes
2235,20/01/2015,meat,Sat,Winter,Yes
2557,23/10/2015,pork,Sun,Winter,Yes
3462,16/02/2015,coffee,Mon,Winter,Yes
1356,2/04/2015,soft cheese,Tue,Winter,Yes
1477,20/11/2015,sausage,Wed,Winter,Yes
3094,13/06/2015,sausage,Thu,Winter,Yes
3981,25/12/2015,finished products,Fri,Winter,Yes
1340,23/01/2015,whole milk,Sat,Winter,Yes
4015,10/01/2015,curd,Sun,Winter,Yes
1719,10/09/2015,coffee,Mon,Winter,Yes
1542,15/05/2015,tropical fruit,Tue,Winter,Yes
1357,10/04/2015,soda,Wed,Winter,Yes
4003,21/11/2015,whole milk,Thu,Winter,Yes
4224,6/12/2015,bottled beer,Fri,Winter,Yes
1292,5/07/2015,oil,Sat,Winter,Yes
4018,28/04/2015,hamburger meat,Sun,Winter,Yes
2721,15/07/2015,yogurt,Mon,Winter,Yes
4016,21/04/2015,pork,Tue,Winter,Yes
3654,16/12/2015,frankfurter,Wed,Winter,Yes
